title,author,publisher,isbn,description,image,link,pub_review,detail,category_d1,category_d2,category_d3
운명 따위 엉덩이를 걷어차 버려! (내 인생은 어쨌거나 마이웨이니까),안드레아 오언,홍익출판미디어그룹,9791191420432,"내 삶을 가로막는 모든 것들의 엉덩이를 차버려!내 인생은 어쨌거나 마이웨이니까인생은 짧고 장애물은 많다. 사람들 때문에 힘든데 나 자신의 불안과 부정적인 생각들까지 상대해야 한다. 그러느라 자신을 사랑하란 얘길 들어도 작은 상처 앞에 금세 작아지고 만다. 이런 고민에 시원스레 답하는 이 책은, 나답게 멋진 인생은 거저 얻을 수 있는 것이 아니며 지금 당장 적용 가능한 실천과 행동이 필요하다고 말한다. 미(美) 공인 커뮤니케이션 코치인 저자는 때론 웃기며 때론 내 등짝을 때리듯 ‘끝내주게 멋진 마이웨이의 길’을 소개한다. 이혼, 거식증, 알코올 중독, 다이어트 집착 등 그녀가 인생의 쓰레기를 모두 뚫고 얻은 결론은, ‘내 기분과 내 생각은 결국 내가 선택한 것’이라는 사실. 하지만 그렇기에 내가 바꿀 수 있다는 것이다. 저자는 단계적인 실행법을 제시하며 세상에서 가장 당당한 나를 만나도록 이끈다. 제 인생입니다만!더 이상 휘둘리지 않는 나를 위한 52가지 플랜이 책은 그럴듯한 말을 하는 데는 관심 없다. 내 갈 길 가는 당신을 실제로 돕는 데만 관심 있다. “미안해”라는 말을 입에 달고 다니면 자기를 부정하는 것이다. 내가 나를 함부로 대하면 사람들은 귀신같이 느끼고 똑같이 날 함부로 대한다. 나에 대한 타인의 판단은 똥 무더기이며 그걸 받을지는 내 선택이다. 자존감에 관한 책을 아무리 읽어도 변화할 수 없었다면, 바로 이 책이 답이다.저자는 말한다. “지금보다 더 큰 게임에 뛰어들 준비가 되어 있는 사람들에게 이 책을 바친다”라고. 이제 지치는 일에도 지쳐 버린 당신, 그리고 쉽게 상처받지만 오늘도 아무 말 못한 당신. 이제부터 이 책의 지혜를 통해 유쾌 통쾌한 마이웨이 인생으로 들어서자. 머뭇거리고, 포기하고, 결국엔 도망치는 습관에 길들여진 당신에게 이 책은 벼락같은 깨달음을 줄 것이다. 이제 당당히 외쳐라. 누가 뭐래도, ‘어쨌거나 마이웨이’라고!",https://bookthumb-phinf.pstatic.net/cover/208/387/20838749.jpg,http://book.naver.com/bookdb/book_detail.php?bid=20838749,,,자기계발,성공/처세,
나는 왜 나를 가만히 놔두지 못할까? (당신에게 필요한 것은 하지 말아야 할 것을 하지 않는 것이다),쓰카모토 료,홍익출판미디어그룹,9791197224744,"누계 54만부 돌파 아마존 재팬 베스트셀러 저자,일본 최고의 ‘결단력 있는 남자’가 말하다.“하지 말아야 할 일을 정했더니 행복해졌다!”당신은 하고 싶은 일을 하고 있는가? 해야 되는 일들만 꾸역꾸역 하고 있는가? 항상 무언가를 해야 한다는 압박감에 시달리며, 그것이 인생이라고 스스로 타이르고 있는가? 그렇다면 이 책을 통해 생각을 뒤집어라. 이 책은 ‘OO을 하라!’고 설파하는 기존의 자기계발서와 다르다. 오히려 ‘절대 하지 말아야 할 것’부터 결정하라고 말하며, 그 구체적인 리스트를 조목조목 알려준다. 저자는 영국 케임브리지대학원을 수석 졸업하고 현재 글로벌 리더를 육성하는 기업의 대표이다. 그는 빠른 행동력과 결정력을 보유한 리더로 외부에 비치는 이미지 때문에 고민이 많았다. 자신에게 뭔가 부탁하면 바로 답을 제시해줄 거라는, 모든 일을 다 해낼 거라는 타인의 기대 때문에. 그렇게 사람과 일에 부딪쳐가면서 저자는 쓸데없는 일들은 그만두고, 인생에 정말 중요한 것만 골라서 하는 것이 중요함을 알게 되었다. 누구보다 빠르게 결단하는 사람들에게는살면서 절대 하지 않는 50가지 리스트가 있다!“진짜 성공을 위한 NOT TO DO 지침서”남보다 탁월한 성과를 내는 사람들의 공통점을 아는가? 생각이 떠오르면 바로 행동한다는 것이다. 그런데 행동력이 강하다는 것은 일하는 데 하나의 수단일 뿐. 중요한 것은 ‘그 일이 나에게 정말 의미 있는가?’를 판단하는 능력이다. 내게 가치 없는 일들, 불필요한 일들을 구분지어 과감히 버리면 내가 진짜 하고 싶은 일, 반드시 해야 할 일에 집중할 수 있다. 저자는 “애초에 무엇인가를 반드시 해야 한다고 믿는 것 자체가 문제”라고 말하며, “일단 하지 않을 것을 정하라”고 강조한다. 빠릿빠릿하게 행동하고 많이 배우려고 노력하는데도 콱 막히는 느낌이 드는가? 일과 관계의 우선순위를 결정하지 못하고 있는가? 우유부단하고 행동력이 떨어지는 자신을 바꾸고 싶은가? 이 책이 소개하는 ‘성공하려면 절대 하지 말아야 할 50가지’ 리스트가 속 시원한 해답이 되어줄 것이다.",https://bookthumb-phinf.pstatic.net/cover/175/834/17583450.jpg,http://book.naver.com/bookdb/book_detail.php?bid=17583450,,,자기계발,자기능력계발,
1등 가맹점으로 본 프랜차이즈,서민교|월간(창업&프랜차이즈)편집부,창업미디어그룹,9791195147120,"『1등 가맹점으로 본 프랜차이즈』모든 예비창업자들의 필독서성공을 향한 발걸음의 시작점에서 프랜차이즈 전문가 맥세스컨설팅 서민교가 전하는 성공창업과 안전창업을 위한 네비게이션. 우리나라는 빠르게 프랜차이즈가 발전하면서 다른 나라와 달리 기형적인 모습을 가지고 있습니다.  창업에 대해 전혀 모르는 가맹점에게 대부분의 부담과 책임을 지운다는 것입니다. 프랜차이즈 본 사가 갖추어야 할 것들을 제대로 갖추지 못한 상태에서 가맹점을 모집하고, 사업이나 가맹에 대해  잘 모르는 창업자는 결국 자신의 모든 재산을 걸고 도박을 하는 셈입니다. 그런 이유로 수많은 가 맹점들이 실패하고 전 재산을 날리는 것이 당연시되어 왔고, 현재 약 40% 이상이 손해를 보고 폐 업하는 상황에 이르렀습니다.물론 이 책에 나온 가맹점들처럼 합리적인 본사와 괜찮은 아이템 그리고 가맹점주 본인의 노력과  열정이 잘 어우러져 성공하는 경우도 적지 않지만, 현실적으로 그와 같은 모습을 보는 것은 쉽지  않습니다. 여기에는 여러 가지 이유가 있겠지만 가장 큰 것은 가맹본사가 해야 할 일을 제대로 하 지 않았다는 것에 있습니다. 가맹점을 오픈하고 운영하는 것은 점주의 몫이 크지만, 성공 창업을  위해 기본이 되는 중요한 부분들은 가맹본사가 가지고 있는 것입니다. 이 책에서는 월간 〈창업&프랜차이즈〉의 기사 ‘’1등 가맹점’을 통해 운영 노하우를 배우는 것은  물론, 프랜차이즈 창업을 할 때 알아두어야 할 것들을 함께 설명하고 있습니다. 그동안 (주)맥세 스컨설팅 그리고 개인적으로 연구하고 분석했던 여러 자료들이 많지만, 이 자료들을 함께할 독자 들을 찾지 못해 아쉬움이 많았습니다. 이 책을 제대로 읽고 그 내용을 온전하게 내 것으로 만든다 면 프랜차이즈 창업에서 실패할 확률은 반 이상으로 줄어들 것이라고 감히 단언해 봅니다. 아마  이 책에서 말하고 있는 많은 부분이 그동안 알고 있던 것과 많이 다를 수 있습니다. 내가 해야 할  몫이라고 생각했던 것이 내가 아닌 프랜차이즈 본사의 몫이었고, 내 몫이 아니라고 생각했던 것이  내 몫일 수도 있기 때문입니다.지금까지 우리나라 프랜차이즈 창업 생태계는 잘못 발전해 온 것이 안타까운 사실입니다. 개인 창 업이 아닌 프랜차이즈 창업을 실패하는 것은 가맹점주보다는 가맹본사가 약하거나 부실하기 때문 일 가능성이 높습니다. 프랜차이즈 본사가 좋은 아이템을 만들고 슈퍼바이저를 통해 가맹점을 꼼 꼼하게 관리하는 것은 당연한 일입니다. 아이템에 어울리는 상권을 찾고, 사전 매출 동향까지 미 리 살펴보는 것, 그것이 바로 튼튼한 프랜차이즈 본사가 갖추어야 할 가장 기본적인 조건입니다.  이러한 부분을 제대로 지켜 간다면 앞으로 1등 가맹점, 우수 가맹점은 더욱 늘어날 것이며, 가맹  본사와 점주 사이에는 무한한 신뢰와 소통이 존재할 것입니다. 그 시간을 앞당기기 위해 최전선에 서 월간〈창업&프랜차이즈〉 그리고 (주)맥세스컨설팅이 함께하겠습니다.",https://bookthumb-phinf.pstatic.net/cover/161/223/16122334.jpg,http://book.naver.com/bookdb/book_detail.php?bid=16122334,"성공을 향한 발걸음의 시작점에서 프랜차이즈 전문가 맥세스컨설팅 서민교가 전하는 성공창업과 안전창업을 위한 네비게이션 우리나라는 빠르게 프랜차이즈가 발전하면서 다른 나라와 달리 기형적인 모습을 가지고 있습니다. 창업에 대해 전혀 모르는 가맹점에게 대부분의 부담과 책임을 지운다는 것입니다. 프랜차이즈 본사가 갖추어야 할 것들을 제대로 갖추지 못한 상태에서 가맹점을 모집하고, 사업이나 가맹에 대해 잘 모르는 창업자는 결국 자신의 모든 재산을 걸고 도박을 하는 셈입니다. 그런 이유로 수많은 가맹점들이 실패하고 전 재산을 날리는 것이 당연시되어 왔고, 현재 약 40% 이상이 손해를 보고 폐업하는 상황에 이르렀습니다. 물론 이 책에 나온 가맹점들처럼 합리적인 본사와 괜찮은 아이템 그리고 가맹점주 본인의 노력과 열정이 잘 어우러져 성공하는 경우도 적지 않지만, 현실적으로 그와 같은 모습을 보는 것은 쉽지 않습니다. 여기에는 여러 가지 이유가 있겠지만 가장 큰 것은 가맹본사가 해야 할 일을 제대로 하지 않았다는 것에 있습니다. 가맹점을 오픈하고 운영하는 것은 점주의 몫이 크지만, 성공 창업을 위해 기본이 되는 중요한 부분들은 가맹본사가 가지고 있는 것입니다. 이 책에서는 월간 「창업&프랜차이즈」의 기사 ‘’1등 가맹점’을 통해 운영 노하우를 배우는 것은 물론, 프랜차이즈 창업을 할 때 알아두어야 할 것들을 함께 설명하고 있습니다. 그동안 (주)맥세스컨설팅 그리고 개인적으로 연구하고 분석했던 여러 자료들이 많지만, 이 자료들을 함께할 독자들을 찾지 못해 아쉬움이 많았습니다. 이 책을 제대로 읽고 그 내용을 온전하게 내 것으로 만든다면 프랜차이즈 창업에서 실패할 확률은 반 이상으로 줄어들 것이라고 감히 단언해 봅니다. 아마 이 책에서 말하고 있는 많은 부분이 그동안 알고 있던 것과 많이 다를 수 있습니다. 내가 해야 할 몫이라고 생각했던 것이 내가 아닌 프랜차이즈 본사의 몫이었고, 내 몫이 아니라고 생각했던 것이 내 몫일 수도 있기 때문입니다.지금까지 우리나라 프랜차이즈 창업 생태계는 잘못 발전해 온 것이 안타까운 사실입니다. 개인 창업이 아닌 프랜차이즈 창업을 실패하는 것은 가맹점주보다는 가맹본사가 약하거나 부실하기 때문일 가능성이 높습니다. 프랜차이즈 본사가 좋은 아이템을 만들고 슈퍼바이저를 통해 가맹점을 꼼꼼하게 관리하는 것은 당연한 일입니다. 아이템에 어울리는 상권을 찾고, 사전 매출 동향까지 미리 살펴보는 것, 그것이 바로 튼튼한 프랜차이즈 본사가 갖추어야 할 가장 기본적인 조건입니다. 이러한 부분을 제대로 지켜 간다면 앞으로 1등 가맹점, 우수 가맹점은 더욱 늘어날 것이며, 가맹 본사와 점주 사이에는 무한한 신뢰와 소통이 존재할 것입니다. 그 시간을 앞당기기 위해 최전선에서 월간 「창업&프랜차이즈」 그리고 (주)맥세스컨설팅이 함께하겠습니다.좀 더 창업자의 입장에서 프랜차이즈 창업을 바라보다 예비창업자들이 꼭 봐야할 빅데이터…그리고 프랜차이즈 창업 성공기 매년 수없이 많은 프랜차이즈 브랜드가 나타났다 사라지고 또 그보다 더 많은 창업자들이 창업을 시도하다가 실패하곤 합니다. 그러나 그중에서도 롱런하는 브랜드, 꾸준히 목표 이상의 매출을 달성하는 창업자들이 있습니다. 월간 「창업&프랜차이즈」에서도 그러한 가맹점주들의 이야기를 매달 ‘1등 가맹점’이라는 코너에 담고 있는데, 그 사례들을 모아 이렇게 책으로 낼 수 있게 돼 매우 기쁩니다. 취재를 하다 보면 프랜차이즈를 선택한 이유, 우수한 매출을 올리는 이유가 한두 가지 이상은 가지고 있습니다. 그 기사를 좀 더 전문가적인 식견으로 분석하는 책을 이렇게 낼 수 있게 돼 기쁘며, 좀 더 창업자의 입장에서 프랜차이즈 창업을 바라보는 서민교 대표의 혜안을 볼 수 있어 많은 창업자에게 도움이 되리라 생각합니다. 그동안 개인 창업자, 그중에서도 프랜차이즈 창업자의 시각에서 펴낸 책은 거의 없지 않았나 생각합니다. 이 책이 프랜차이즈 창업을 목표로 하는 사람들에게 교과서가 되어 창업을 준비할 때부터 운영하고 추가로 가맹점을 내는 그때까지 늘 함께 있어주는 책이 되기를 바랍니다.",,경제/경영,창업/취업,창업/장사
"월수입 3,000만원 1인 비즈니스",이종서,홍익출판미디어그룹,9791197108631,"회사에서 일하는 만큼 벌지 못한다면,자신의 진짜 가치를 찾아 나서야 할 때!신입시절에는 모든 업무에 열정 가득했던 당신. 입사 후 몇 년이 지난 지금은 ‘어차피 내 게 아닌데, 뭐’ 하고 생각하고 있는가? 아무리 회사에서 많은 일을 하고 훌륭한 결과물을 만들어내도, 내 이름은 온데간데없이 회사의 브랜드에 가려져 세상에 나온다. 그러니 시간이 갈수록 열정을 잃기 쉽다. 나이가 들수록 ‘월급이라는 외줄’에 모든 것을 맡기는 것이 얼마나 위험한지 온몸으로 느끼게 된다. 본인뿐 아니라 가족까지 같은 외줄을 잡고 있다면? 불안감은 더욱 커진다. 그러므로 월급을 지급받는 행위에 익숙해 있다면, 게다가 일하는 만큼 보상받지 못한다고 느끼고 있다면 이제 자신의 진짜 가치를 찾아 나서야 한다. 평생직장이 필요 없는 시대, 나만의 비즈니스로 큰돈 벌고 싶다면 꼭 읽어야 할 책내 미래를 제대로 점검할 시기라고 느꼈다면, 그다음은 스스로 수익을 내는 방법을 고민해야 한다. 현직에 있다면 더욱 적기이다. 직장에서 맡고 있는 업무를 내 성장에 도움이 되는 일로 만들 수 있기 때문이다. 지식, 경험, 노하우, 즉 내 콘텐츠를 단단히 갖추고 있어야 후에 나만의 비즈니스로 수익을 창출하는 지식기업가가 될 수 있기 때문이다. 평범한 직장인에서 1인 기업가로 발돋움한 저자는, 직장에 다니면서도 자기만의 브랜드를 만들어 수익을 창출해낸 자신의 노하우를 알려준다. 특히 플랫폼을 잘 활용하면 누구나 ‘1인 지식기업가’가 될 수 있다고 강조한다. 회사원 라이프에 만족하지 못한다면, 나만의 콘텐츠로 비즈니스를 세우고 싶은데 방법을 모르고 있다면 이 책이 명쾌한 해답이 되어줄 것이다.",https://bookthumb-phinf.pstatic.net/cover/166/245/16624539.jpg,http://book.naver.com/bookdb/book_detail.php?bid=16624539,"회사에서 일하는 만큼 벌지 못한다면, 자신의 진짜 가치를 찾아 나서야 할 때!신입시절에는 모든 업무에 열정 가득했던 당신. 입사 후 몇 년이 지난 지금은 ‘어차피 내 게 아닌데, 뭐’ 하고 생각하고 있는가? 아무리 회사에서 많은 일을 하고 훌륭한 결과물을 만들어내도, 내 이름은 온데간데없이 회사의 브랜드에 가려져 세상에 나온다. 그러니 시간이 갈수록 열정을 잃기 쉽다. 나이가 들수록 ‘월급이라는 외줄’에 모든 것을 맡기는 것이 얼마나 위험한지 온몸으로 느끼게 된다. 본인뿐 아니라 가족까지 같은 외줄을 잡고 있다면? 불안감은 더욱 커진다. 그러므로 월급을 지급받는 행위에 익숙해 있다면, 게다가 일하는 만큼 보상받지 못한다고 느끼고 있다면 이제 자신의 진짜 가치를 찾아 나서야 한다.","이 책은 특별하지 않아도 소소한 지식, 노하우, 경험, 취미가 어떻게 창업자본이 될 수 있는지 저자의 경험과 실무적인 내용을 체계적으로 구성해 보여주고 있다. 한 번은 조직을 떠나야 할 시기가 있다는 것은 누구나 인지하고 있다. 지식창업에 대해 어디서부터 무엇을 해야 하는지 도통 감이 잡히지 않는 독자들에게 길잡이 역할을 해줄 것이다. --- p. 9~10직장을 다니면서 느꼈던 불안감은 나에게 오히려 두려움을 이겨내고 새롭게 뭔가를 시작할 수 있는, 그리고 1인 지식기업가로 성장할 수 있는 첫 단추가 되었다. 직장 밖으로 스스로 걸어나가게 만드는 밑거름이 되었고, 누군가가 정해놓은 미래가 아닌 내가 직접 구획한 공간에서 스스로 기획한 미래를 꿈꾸게 했다. 누구나 그렇게 변할 수 있는 가능성은 충분히 가지고 있다.--- p. 17~18인생을 살아가면서 100퍼센트 내 지분을 지키며 살아가기는 어렵다. 나는 열심히 했어도 회사 사정에 따라 수익을 창출하는 능력을 발휘하지 못한다면 연봉이 삭감된다. 직장상사가 잘못된 방향으로 지시하기도 하고, 일취월장 성장한 후배직원이 선배인 당신을 끌어내리려고도 한다. 당신은 현재 자신의 인생에서 스스로 몇 퍼센트의 지분을 가지고 있다고 생각하는가?--- p. 24이 세상에 투자할 대상은 많다. 하지만 리스크가 제로에 가깝지만 투자 수익률은 5배 가까운 것이야말로 나에게 투자하는 지식창업이다. 하다못해 콘텐츠를 발행했는데 수익이 따라오지 않더라도 내게 남는 자산이 된다. 지식과 경험이 풍부해질수록 자본은 공고해지고 내가 만들어가는 지식기업의 주가는 올라갈 수밖에 없을 것이다. --- p. 207",자기계발,성공/처세,
혼자인 밤에 당신과 나누고 싶은 10가지 이야기 (당신의 밤을 따뜻이 감싸줄 위로의 이야기),카시와이,홍익출판미디어그룹,9791191420128,"감성적인 그림체로 두터운 팬층을 보유한 인기 일러스트레이터 카시와이의 그림 에세이가 국내에 첫 출간되었다. 이유 없이 마음이 복잡한 밤, 울고 싶은 일이 있는 날 밤, 기쁜 일로 그냥 잠들고 싶지 않은 날 등 긴 하루의 끝에 이 책을 펼치고 작가가 풀어놓는 이야기를 들어보자. 다정한 글들과 그림이 고독했던 당신의 마음에 따스한 위로를 불어넣어줄 것이다. 저자는 선을 깨끗하게 살린 독창적 일러스트로 일본 독자들의 큰 지지를 받고 있다. 《혼자인 밤에 당신과 나누고 싶은 10가지 이야기》는 우리나라에 처음 소개되는 저자의 책으로 소장가치가 크다. 특히, 파란색과 흑백의 투톤 컬러만을 사용해 담백하고 간결한 터치로 그려낸 일러스트는 서정적이고 아련한 느낌을 주며 그 자체로 높은 완성도를 자랑한다.",https://bookthumb-phinf.pstatic.net/cover/182/151/18215103.jpg,http://book.naver.com/bookdb/book_detail.php?bid=18215103,"당신의 외로운 밤을 감싸줄 위로의 이야기인기 일러스트레이터 카시와이의 그림 에세이 첫 출간!“마음을 촉촉이 적셔주는 수많은 시편”“잊고 있던 것을 떠올리게 해주는 상상으로 가득한 책”_아마존 리뷰 중에서감성적인 그림체로 두터운 팬층을 보유한 인기 일러스트레이터 카시와이의 그림 에세이가 국내에 첫 출간되었다. 이유 없이 마음이 복잡한 밤, 울고 싶은 일이 있는 날 밤, 기쁜 일로 그냥 잠들고 싶지 않은 날 등 긴 하루의 끝에 이 책을 펼치고 작가가 풀어놓는 이야기를 들어보자. 다정한 글들과 그림이 고독했던 당신의 마음에 따스한 위로를 불어넣어줄 것이다. 저자는 선을 깨끗하게 살린 독창적 일러스트로 일본 독자들의 큰 지지를 받고 있다. 《혼자인 밤에 당신과 나누고 싶은 10가지 이야기》는 우리나라에 처음 소개되는 저자의 책으로 소장가치가 크다. 특히, 파란색과 흑백의 투톤 컬러만을 사용해 담백하고 간결한 터치로 그려낸 일러스트는 서정적이고 아련한 느낌을 주며 그 자체로 높은 완성도를 자랑한다.혼자 있는 밤, 잠 못 이루는 나에게하루의 끝에 도착한 편지처럼 다정한 선물이 되어줄 책《혼자인 밤에 당신과 나누고 싶은 10가지 이야기》는 이런저런 생각에 잠 못 이루는 밤, 당신의 머리맡을 지켜줄 선물 같은 책이다. “이 반짝임 속에 조금 더 살아보자, 지금은 그런 마음만으로 충분하다.” 저자는 페이지 곳곳에 이러한 메시지를 담고 있다. 지친 하루를 버텨낸 나에게 위로가 필요할 때, 머릿속을 가볍게 비우고 싶을 때 이 책을 적극 권한다.  작가는 혼자 있는 밤과 낮의 풍경들을 따뜻한 시선으로 포착하여 공감을 주는 문장과 그림으로 그려냈다. 이 책을 읽고 있노라면 나 홀로 있는 밤이 더 이상 외롭지 않게 느껴질 것이다. 소중한 사람에게 선사할 특별한 선물을 찾고 있는 사람들에게도 자신 있게 추천할 수 있는 그림 에세이다.",,시/에세이,,
창업 & 프랜차이즈 2022.3,창업앤프랜차이즈 편집부,창업미디어그룹(월간지),9772093962008,『창업 & 프랜차이즈』는 창업인과 경영의 리더들이 찾는 전문 잡지다.,https://bookthumb-phinf.pstatic.net/cover/222/023/22202385.jpg,http://book.naver.com/bookdb/book_detail.php?bid=22202385,,,잡지,인문/사회/종교,경제/경영
창업 & 프랜차이즈 2021.9,창업앤프랜차이즈 편집부,창업미디어그룹(월간지),9772093962008,『창업 & 프랜차이즈』는 창업인과 경영의 리더들이 찾는 전문 잡지다.,https://bookthumb-phinf.pstatic.net/cover/209/190/20919048.jpg,http://book.naver.com/bookdb/book_detail.php?bid=20919048,,,잡지,인문/사회/종교,경제/경영
사인문화(2022년 4월호),편집부,에스엠미디어그룹,9771228023003,nan,https://bookthumb-phinf.pstatic.net/cover/224/380/22438068.jpg,http://book.naver.com/bookdb/book_detail.php?bid=22438068,,,잡지,문예/교양지,문예
창업 & 프랜차이즈 2022.2,창업앤프랜차이즈 편집부,창업미디어그룹(월간지),9772093962008,『창업 & 프랜차이즈』는 창업인과 경영의 리더들이 찾는 전문 잡지다.,https://bookthumb-phinf.pstatic.net/cover/215/111/21511107.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21511107,,,잡지,인문/사회/종교,경제/경영
창업 & 프랜차이즈 2022.1,창업앤프랜차이즈 편집부,창업미디어그룹(월간지),9772093962008,『창업 & 프랜차이즈』는 창업인과 경영의 리더들이 찾는 전문 잡지다.,https://bookthumb-phinf.pstatic.net/cover/214/062/21406210.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21406210,,,잡지,인문/사회/종교,경제/경영
"알프스, 행복해지기 위해 (맹지나 여행에세이)",맹지나,홍익출판미디어그룹,9791197224768,"창문만 열어도 여행이 되는 알프스로행복해지기 위한 여행을 떠난다!냉랭했던 일상의 온도를 올려주는‘여행작가 맹지나의 알프스 감성여행기’10여 권의 유럽여행 도서를 집필하며 유럽을 여행하는 이들의 눈과 귀가 되어온 여행작가 맹지나. 하이디가 달려올 것 같은 푸른 초원과 하얀 눈으로 우뚝 솟은 알프스로 그녀가 떠났다.“아무리 오랜 시간이라 하더라도 한 장소에서 그저 머물기만 하는 일로는 충분치 않다. 가득 담아간 기대감을 선물꾸러미처럼 풀어놓고, 애정 어린 눈으로 여행지를 어루만지고, 그날 그 시간 그곳의 기억이 오래 남도록 마음으로 꼭 안는 것을 반복해야 이곳을 ‘여행했다’ 할 수 있는 것이다.” _P.16진정한 ‘여행’을 찾아 떠난 저자는 한 달 남짓 알프스에서 겨울을 보냈다. 시간에 따라 지역에 따라 조금씩 다른 색을 띠는 알프스의 모습과 산자락 구석구석 숨겨진 도시와 산길에서 만나고 겪은 사람들의 이야기를 마음으로 끌어안고 글로 새겼다. 이 책은 알프스의 순간순간을 포착한 여행기록이자 밑줄 긋고 싶은 문장들이 가득한 감성에세이다. 율리안 알프스, 바바리안 알프스, 페나인 알프스… 여섯 알프스와 그 속에 숨겨진 보석 같은 12개의 도시들유럽지도 속, 지붕처럼 웅장하게 버티고 있는 산맥 알프스. 총 1,200킬로미터에 달하는 알프스는 오스트리아와 슬로베니아를 시작으로 스위스, 이탈리아, 리히텐슈타인, 독일을 거쳐 프랑스까지 유럽의 중남부를 품고 있다. 손가락으로 알프스를 훑어 따라가다 보면 마터호른, 츄크슈피체, 몽블랑처럼 아름답고 새하얀 봉우리들과 류블라나, 할슈타트, 샤모니 등 이름만 들어도 동화 속 세계가 떠오르는 마을에 닿게 된다.저자는 광대한 알프스를 여섯 지역으로 나누어 소개하고, 그 속에 옹기종기 모여 있는 열두 도시들의 이야기를 들려준다. 슬로베니아어로 ‘사랑스러워’라는 뜻의 류블라나, 바바리안 알프스 산자락에 걸쳐진 바이올린의 고장 독일 미텐발트, 알프스 최고봉 몽블랑이 마치 동네 뒷산처럼 펼쳐진 프랑스 샤모니, 이탈리안 젤라또를 맛보며 알프스의 만년설을 감상할 수 있는 볼차노. 알프스의 모든 것들이 여행자의 감수성이 한껏 묻어 있는 문장과 직접 찍은 낭만 가득 사진들로 생생하게 살아난다. 알프스 대표 명소부터, 액티비티, 음식, 여행 유형에 따라 추천하는 루트까지, 알프스 여행을 꿈꾸는 이들에게 알찬 고급정보를 선물하는 책이다.",https://bookthumb-phinf.pstatic.net/cover/176/455/17645555.jpg,http://book.naver.com/bookdb/book_detail.php?bid=17645555,"율리안 알프스, 바바리안 알프스, 페나인 알프스… 여섯 알프스와 그 속에 숨겨진 보석 같은 12개의 도시들유럽지도 속, 지붕처럼 웅장하게 버티고 있는 산맥 알프스. 총 1,200킬로미터에 달하는 알프스는 오스트리아와 슬로베니아를 시작으로 스위스, 이탈리아, 리히텐슈타인, 독일을 거쳐 프랑스까지 유럽의 중남부를 품고 있다. 손가락으로 알프스를 훑어 따라가다 보면 마터호른, 츄크슈피체, 몽블랑처럼 아름답고 새하얀 봉우리들과 류블라나, 할슈타트, 샤모니 등 이름만 들어도 동화 속 세계가 떠오르는 마을에 닿게 된다.저자는 광대한 알프스를 여섯 지역으로 나누어 소개하고, 그 속에 옹기종기 모여 있는 열두 도시들의 이야기를 들려준다. 슬로베니아어로 ‘사랑스러워’라는 뜻의 류블라나, 바바리안 알프스 산자락에 걸쳐진 바이올린의 고장 독일 미텐발트, 알프스 최고봉 몽블랑이 마치 동네 뒷산처럼 펼쳐진 프랑스 샤모니, 이탈리안 젤라또를 맛보며 알프스의 만년설을 감상할 수 있는 볼차노. 알프스의 모든 것들이 여행자의 감수성이 한껏 묻어 있는 문장과 직접 찍은 낭만 가득 사진들로 생생하게 살아난다. 알프스 대표 명소부터, 액티비티, 음식, 여행 유형에 따라 추천하는 루트까지, 알프스 여행을 꿈꾸는 이들에게 알찬 고급정보를 선물하는 책이다.","가이드북을 씹어 먹을 기세로 볼거리와 음식 이름과 관광지도 따위를 공부했던 것은 첫 여행, 딱 한 번뿐이었다. 상상조차 할 수 없는 더 좋은 일들이, 무너지는 계획의 빈자리를 차고 넘치게 메워 줄 것을 이젠 알기 때문이다. 이번에도 역시 잔뜩 썼다 전부 지워버려 분필 가루 풀풀 날리는 칠판 같은 기억력으로 여행을 시작한다.--- p.30호텔 프런트 직원에게, 호스텔 주인에게 화장기 없는 맨 얼굴과 다듬지 않아 부스스한 머리칼을 한 ‘꼬라지’를 보여줄 수 있다면, 그리고 그 꼬라지로 ‘굿모닝’ 하고 웃을 수 있다면 그곳은 이미 집이다.--- p.72눈 앞 알프스는 녹색 산 위에 흰 눈이지만 수많은 대가들의 명작들을 수없이 본 누군가의 눈에는 훨씬 더 오묘한 색들의 조합일 것이다. 다음에 쓸 물감처럼 아무렇게나 한 켠에 스윽 덜어 둔 크롬 화이트. 금속 느낌이 날 정도로 시린 흰색이 산 정상에 얹혀 있다. 은색과 회색과 먼지 묻은 흰색과 거뭇한 그림자도 차례로 확인하였다. 한참 더 서 있으면 더 많은 색을 찾을 수 있을 것 같다.--- p.183알프스여서 다행이었다. 모든 것을 기대고 털어놓을 수 있는 길고 긴 산맥이 여행 내내 곁을 지켜 주어, 오랜만에 혼자 하는 모든 것들이 그렇게까지 낯설고 무섭지는 않았다. --- p.222",여행/지도,테마여행,기타
